WP_126449910.1;389;383;98;0.0;{6 388};Sulfodiicoccus acidiphilus;DNA topoisomerase IV subunit A
PVU76973.1;386;385;100;0.0;{1 385};Acidianus hospitalis;DNA topoisomerase VI
EWG07092.1;387;387;100;0.0;{0 386};Candidatus Aramenus sulfurataquae;DNA topoisomerase VI subunit A
WP_048099318.1;386;385;100;0.0;{1 385};Candidatus Acidianus copahuensis;DNA topoisomerase IV subunit A
WP_013776218.1;386;385;100;0.0;{1 385};Acidianus hospitalis;DNA topoisomerase IV subunit A
WP_014026829.1;388;381;98;0.0;{6 386};Pyrolobus fumarii;DNA topoisomerase IV subunit A
WP_055410917.1;386;383;99;0.0;{2 384};Pyrodictium delaneyi;DNA topoisomerase IV subunit A
ALL01735.1;389;383;98;0.0;{5 387};Pyrodictium delaneyi;DNA topoisomerase VI subunit A
WP_058370574.1;389;385;99;0.0;{3 387};Pyrodictium occultum;DNA topoisomerase IV subunit A
RLG83049.1;389;388;100;0.0;{0 387};Thermoprotei archaeon;DNA topoisomerase VI
WP_011822127.1;387;386;100;0.0;{0 385};Hyperthermus butylicus;DNA topoisomerase IV subunit A
KJR78157.1;352;352;100;0.0;{0 351};Candidatus Aramenus sulfurataquae;DNA topoisomerase VI subunit A, partial
PWV37403.1;388;386;99;0.0;{1 386};Desulfurococcaceae archaeon;DNA topoisomerase VI
WP_109159596.1;388;386;99;0.0;{1 386};Desulfurococcaceae archaeon AG1;DNA topoisomerase IV subunit A
ADM26917.1;392;388;99;0.0;{3 390};Ignisphaera aggregans DSM 17230;DNA topoisomerase (ATP-hydrolyzing)
PMP60681.1;385;381;99;0.0;{3 383};Caldisphaera sp.;DNA topoisomerase VI
ESQ26090.1;387;386;100;0.0;{0 385};uncultured Acidilobus sp. OSP8;DNA topoisomerase VI, subunit A
ESQ23406.1;387;386;100;0.0;{0 385};uncultured Acidilobus sp. MG;DNA topoisomerase VI, subunit A
WP_117354054.1;387;386;100;0.0;{0 385};Acidilobus sp. 7A;DNA topoisomerase IV subunit A
PMP59376.1;385;381;99;0.0;{3 383};Caldisphaera sp.;DNA topoisomerase VI
ESQ26439.1;387;386;100;0.0;{0 385};uncultured Acidilobus sp. JCHS;DNA topoisomerase VI, subunit A
RLG87114.1;388;384;99;0.0;{4 387};Thermoprotei archaeon;DNA topoisomerase VI
ESQ20968.1;387;386;100;0.0;{0 385};uncultured Acidilobus sp. CIS;DNA topoisomerase VI, subunit A
WP_015232998.1;385;381;99;0.0;{3 383};Caldisphaera lagunensis;DNA topoisomerase IV subunit A
RLG75512.1;390;389;100;0.0;{0 388};Thermoprotei archaeon;DNA topoisomerase VI
WP_013266140.1;387;386;100;0.0;{0 385};Acidilobus saccharovorans;DNA topoisomerase IV subunit A
RLG87665.1;388;383;99;0.0;{4 386};Thermoprotei archaeon;DNA topoisomerase VI
Q9YE67.2;389;388;100;0.0;{0 387};Aeropyrum pernix K1;RecName: Full=Type 2 DNA topoisomerase 6 subunit A, AltName: Full=Type II DNA topoisomerase VI subunit A BAA79679.2 type II DNA topoisomerase VI subunit A
GBF08410.1;389;388;100;0.0;{0 387};Aeropyrum pernix;type 2 DNA topoisomerase 6 subunit A
BAN89987.1;389;388;100;0.0;{0 387};Aeropyrum camini SY1 = JCM 12091;DNA topoisomerase VI subunit A
WP_062661992.1;385;383;99;0.0;{1 383};Aeropyrum camini;DNA topoisomerase IV subunit A
ALU11968.1;381;377;99;0.0;{3 379};Ignicoccus islandicus DSM 13165;DNA topoisomerase VI subunit A
WP_075050266.1;386;377;98;0.0;{8 384};Ignicoccus islandicus;DNA topoisomerase IV subunit A
RLG81356.1;431;428;99;0.0;{2 429};Thermoprotei archaeon;DNA topoisomerase VI
OYT55071.1;389;383;98;0.0;{0 382};Desulfurococcales archaeon ex4484_217_2;DNA topoisomerase VI
WP_014736968.1;430;429;100;0.0;{0 428};Thermogladius calderae;DNA topoisomerase IV subunit A
OYT54474.1;392;385;98;0.0;{3 387};Desulfurococcales archaeon ex4484_217_2;DNA topoisomerase VI
OYT41072.1;433;430;99;0.0;{2 431};Desulfurococcales archaeon ex4484_58;DNA topoisomerase VI
WP_052833681.1;439;436;99;0.0;{2 437};Staphylothermus hellenicus;DNA topoisomerase IV subunit A
ADI32569.1;445;436;98;0.0;{8 443};Staphylothermus hellenicus DSM 12710;DNA topoisomerase (ATP-hydrolyzing)
WP_011839270.1;434;431;99;0.0;{2 432};Staphylothermus marinus;DNA topoisomerase IV subunit A
WP_013562722.1;434;433;100;0.0;{0 432};Desulfurococcus mucosus;DNA topoisomerase IV subunit A
WP_013129652.1;434;433;100;2e-180;{0 432};Thermosphaera aggregans;DNA topoisomerase IV subunit A
WP_012608885.1;433;432;100;2e-180;{0 431};Desulfurococcus amylolyticus;DNA topoisomerase IV subunit A
WP_042667850.1;433;432;100;3e-180;{0 431};Desulfurococcus amylolyticus;DNA topoisomerase IV subunit A
WP_014768079.1;433;432;100;1e-179;{0 431};Desulfurococcus amylolyticus;DNA topoisomerase IV subunit A
ABU82231.1;380;377;99;1e-175;{2 378};Ignicoccus hospitalis KIN4/I;DNA topoisomerase (ATP-hydrolyzing)
WP_083756921.1;387;377;97;3e-175;{9 385};Ignicoccus hospitalis;DNA topoisomerase IV subunit A
AFH42739.1;453;446;98;3e-169;{6 451};Fervidicoccus fontis Kam940;DNA topoisomerase VI subunit A
PMB75433.1;450;446;99;4e-169;{3 448};Fervidicoccus fontis;DNA topoisomerase VI
PNV80142.1;455;454;100;3e-165;{0 453};Fervidicoccus sp.;DNA topoisomerase VI
RLF06849.1;370;351;95;6e-141;{18 368};Thermoprotei archaeon;DNA topoisomerase VI
RLE96167.1;370;351;95;4e-140;{18 368};Thermoprotei archaeon;DNA topoisomerase VI
RLE70547.1;370;351;95;2e-138;{18 368};Thermoprotei archaeon;DNA topoisomerase VI
RLE61474.1;379;350;92;5e-136;{28 377};Thermoprotei archaeon;DNA topoisomerase VI
WP_012186594.1;369;364;99;6e-136;{4 367};Caldivirga maquilingensis;DNA topoisomerase IV subunit A
WP_020962613.1;381;352;92;3e-135;{28 379};Thermofilum;MULTISPECIES: DNA topoisomerase IV subunit A
RLE98837.1;373;354;95;9e-135;{18 371};Thermoprotei archaeon;DNA topoisomerase VI
RLE64123.1;369;365;99;1e-134;{3 367};Thermoprotei archaeon;DNA topoisomerase VI, partial
WP_066793502.1;369;365;99;1e-134;{3 367};Caldivirga sp. MU80;DNA topoisomerase IV subunit A
KUO86357.1;369;365;99;1e-134;{3 367};Caldivirga sp. MG_3;DNA topoisomerase VI
RLE82535.1;373;354;95;1e-134;{18 371};Thermoprotei archaeon;DNA topoisomerase VI
WP_052884448.1;377;362;96;2e-134;{15 376};Thermofilum uzonense;DNA topoisomerase IV subunit A
AKG39408.1;369;362;98;2e-134;{7 368};Thermofilum uzonense;DNA topoisomerase VI subunit A
RLE95264.1;381;353;93;2e-134;{28 380};Thermoprotei archaeon;DNA topoisomerase VI
RLF25177.1;371;351;95;6e-134;{19 369};Thermoprotei archaeon;DNA topoisomerase VI
WP_069807996.1;369;364;99;8e-134;{4 367};Vulcanisaeta thermophila;DNA topoisomerase IV subunit A
RLE61540.1;379;364;96;3e-133;{15 378};Thermoprotei archaeon;DNA topoisomerase VI
WP_011752334.1;379;350;92;4e-133;{28 377};Thermofilum pendens;DNA topoisomerase IV subunit A
RLE78023.1;370;350;95;4e-133;{19 368};Thermoprotei archaeon;DNA topoisomerase VI
PLJ77624.1;376;361;96;8e-133;{14 374};Thermofilum sp. NZ13;DNA topoisomerase VI
RLF16719.1;369;350;95;1e-132;{18 367};Thermoprotei archaeon;DNA topoisomerase VI
ABP51474.1;367;350;95;2e-130;{16 365};Pyrobaculum arsenaticum DSM 13514;Spo11/DNA topoisomerase VI, subunit A
RLE92740.1;373;354;95;2e-130;{18 371};Thermoprotei archaeon;DNA topoisomerase VI
WP_081227040.1;369;366;99;2e-130;{2 367};Vulcanisaeta sp. EB80;DNA topoisomerase IV subunit A
KUO80441.1;369;366;99;9e-130;{2 367};Vulcanisaeta sp. JCHS_4;DNA topoisomerase VI
WP_013337118.1;369;364;99;1e-129;{4 367};Vulcanisaeta distributa;DNA topoisomerase IV subunit A
RLE70056.1;368;351;95;1e-129;{17 367};Thermoprotei archaeon;DNA topoisomerase VI
WP_011762613.1;367;340;93;2e-129;{26 365};Pyrobaculum islandicum;DNA topoisomerase IV subunit A
WP_116421411.1;367;363;99;2e-129;{3 365};Pyrobaculum aerophilum;DNA topoisomerase IV subunit A
WP_013603804.1;369;364;99;2e-129;{4 367};Vulcanisaeta moutnovskia;DNA topoisomerase IV subunit A
AET31906.1;367;344;94;4e-129;{22 365};Pyrobaculum ferrireducens;DNA topoisomerase (ATP-hydrolyzing)
AAL64037.1;367;363;99;5e-129;{3 365};Pyrobaculum aerophilum str. IM2;DNA topoisomerase VI (type II ) subunit a
KUO92573.1;374;349;93;1e-128;{24 372};Thermocladium sp. ECH_B;DNA topoisomerase VI
RLE78823.1;370;351;95;2e-128;{18 368};Thermoprotei archaeon;DNA topoisomerase VI
OYT31915.1;377;364;97;4e-128;{12 375};Thermofilum sp. ex4484_79;DNA topoisomerase VI
KUO90806.1;367;340;93;9e-128;{26 365};Pyrobaculum sp. OCT_11;DNA topoisomerase VI
ABO08368.1;367;340;93;1e-127;{26 365};Pyrobaculum calidifontis JCM 11548;Spo11/DNA topoisomerase VI, subunit A-like protein
ACB40317.1;367;340;93;2e-127;{26 365};Pyrobaculum neutrophilum V24Sta;DNA topoisomerase (ATP-hydrolyzing)
AKT35097.1;367;340;93;4e-127;{26 365};Pyrobaculum sp. WP30;DNA topoisomerase VI, subunit A
RLE84444.1;368;351;95;2e-126;{16 366};Thermoprotei archaeon;DNA topoisomerase VI
OYT47403.1;877;133;15;1e-125;{4 260} {743 875};Desulfurococcales archaeon ex4484_42;hypothetical protein B6U85_05350
KJR73749.1;369;343;93;2e-125;{25 367};Thermoproteus sp. AZ2;DNA topoisomerase VI subunit A
WP_081246479.1;367;340;93;1e-124;{26 365};Thermoproteus sp. CP80;DNA topoisomerase IV subunit A
AEA11987.1;357;340;95;1e-123;{16 355};Thermoproteus uzoniensis 768-20;DNA topoisomerase (ATP-hydrolyzing)
WP_052886021.1;367;340;93;1e-123;{26 365};Thermoproteus uzoniensis;DNA topoisomerase IV subunit A
KUO84379.1;367;340;93;2e-123;{26 365};Thermoproteus sp. CIS_19;DNA topoisomerase VI
WP_014126657.1;366;340;93;5e-123;{25 364};Thermoproteus tenax;DNA topoisomerase IV subunit A
RLE57853.1;367;363;99;2e-122;{3 365};Thermoprotei archaeon;DNA topoisomerase VI
KUO83007.1;340;338;99;1e-121;{2 339};Vulcanisaeta sp. OSP_8;DNA topoisomerase VI, partial
RWX72996.1;384;365;95;2e-121;{19 383};Candidatus Methanosuratus sp.;DNA topoisomerase VI subunit A
RLG83430.1;236;234;99;1e-115;{2 235};Thermoprotei archaeon;DNA topoisomerase VI, partial
RLF44226.1;360;358;99;1e-115;{1 358};Thermoplasmata archaeon;DNA topoisomerase VI
RLE89955.1;373;350;94;3e-114;{22 371};Thermoprotei archaeon;DNA topoisomerase VI
RLF13306.1;293;292;100;8e-111;{0 291};Thermoprotei archaeon;DNA topoisomerase VI
KJR71496.1;275;269;98;5e-109;{2 270};Vulcanisaeta sp. AZ3;DNA topoisomerase VI subunit A, partial
OYT57716.1;359;344;96;2e-108;{14 357};Candidatus Aenigmarchaeota archaeon ex4484_14;DNA topoisomerase VI
PIT85348.1;369;348;94;8e-106;{20 367};Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_59_7;DNA topoisomerase VI
OIO27353.1;376;349;93;1e-105;{26 374};Candidatus Micrarchaeota archaeon CG1_02_60_51;hypothetical protein AUJ16_03635
PIO05806.1;369;348;94;1e-105;{20 367};Candidatus Micrarchaeota archaeon CG08_land_8_20_14_0_20_59_11;DNA topoisomerase VI
PIN98631.1;365;362;99;1e-105;{2 363};Candidatus Diapherotrites archaeon CG10_big_fil_rev_8_21_14_0_10_31_34;DNA topoisomerase VI
RLF05302.1;293;292;100;2e-105;{0 291};Thermoprotei archaeon;DNA topoisomerase VI
PIO01842.1;376;349;93;3e-105;{26 374};Candidatus Micrarchaeota archaeon CG09_land_8_20_14_0_10_60_16;DNA topoisomerase VI
OIO24489.1;376;347;92;4e-105;{28 374};Candidatus Micrarchaeota archaeon CG1_02_51_15;hypothetical protein AUJ65_01020
KHO47569.1;359;347;97;4e-105;{11 357};archaeon GW2011_AR5;DNA topoisomerase VI subunit A
OIO26746.1;375;363;97;2e-102;{11 373};Candidatus Micrarchaeota archaeon CG1_02_55_22;hypothetical protein AUJ14_01240
RLJ06427.1;367;361;98;3e-101;{5 365};Candidatus Aenigmarchaeota archaeon;DNA topoisomerase VI
RLJ08714.1;367;361;98;3e-101;{5 365};Candidatus Aenigmarchaeota archaeon;DNA topoisomerase VI
PIU22173.1;362;346;96;5e-101;{15 360};Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_30_16;DNA topoisomerase VI
OIO25728.1;373;349;94;5e-101;{23 371};Candidatus Micrarchaeota archaeon CG1_02_55_41;hypothetical protein AUJ15_02850
OIN87358.1;362;342;94;7e-101;{19 360};Candidatus Aenigmarchaeota archaeon CG1_02_38_14;hypothetical protein AUJ50_02845
PIV68530.1;347;342;99;7e-101;{4 345};Candidatus Aenigmarchaeota archaeon CG01_land_8_20_14_3_00_37_9;DNA topoisomerase VI
PJD01150.1;373;349;94;8e-101;{23 371};Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_54_18;DNA topoisomerase VI
KUO89069.1;275;272;99;1e-100;{3 274};Caldivirga sp. CIS_19;DNA topoisomerase VI, partial
OYT41918.1;364;344;95;3e-100;{19 362};Candidatus Aenigmarchaeota archaeon ex4484_224;DNA topoisomerase VI
RLJ07161.1;361;352;98;6e-100;{8 359};Candidatus Aenigmarchaeota archaeon;DNA topoisomerase VI
RLF90953.1;361;346;96;6e-99;{14 359};Thermococci archaeon;DNA topoisomerase VI
PIU21143.1;366;346;95;1e-98;{19 364};Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_34_12;DNA topoisomerase VI
RLJ01095.1;367;353;96;8e-98;{13 365};Candidatus Aenigmarchaeota archaeon;DNA topoisomerase VI
RME55285.1;365;345;95;2e-95;{19 363};Candidatus Woesearchaeota archaeon;DNA topoisomerase IV subunit A
RLI96563.1;364;345;95;1e-91;{18 362};Candidatus Aenigmarchaeota archaeon;DNA topoisomerase VI
RLJ00119.1;359;347;97;4e-91;{11 357};Candidatus Aenigmarchaeota archaeon;DNA topoisomerase VI
PIU63707.1;374;367;98;1e-89;{6 372};archaeon CG07_land_8_20_14_0_80_38_8;DNA topoisomerase
PIN75434.1;359;358;100;2e-89;{0 357};Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_37_12;DNA topoisomerase VI
PIX43357.1;363;362;100;1e-88;{0 361};archaeon CG_4_8_14_3_um_filter_38_5;DNA topoisomerase, partial
RLG16753.1;363;357;98;2e-88;{5 361};Nanoarchaeota archaeon;DNA topoisomerase VI
KYC45132.1;361;350;97;2e-88;{10 359};Arc I group archaeon B03fssc0709_Meth_Bin005;Type 2 DNA topoisomerase 6 subunit A
RMD58471.1;357;343;96;8e-88;{13 355};Candidatus Woesearchaeota archaeon;DNA topoisomerase IV subunit A
AJF62515.1;364;357;98;1e-87;{6 362};archaeon GW2011_AR20;DNA topoisomerase ATP-hydrolyzing
PIO00063.1;369;346;94;1e-87;{23 368};archaeon CG10_big_fil_rev_8_21_14_0_10_43_11;DNA topoisomerase VI
KHO52384.1;361;360;100;2e-86;{0 359};archaeon GW2011_AR17;DNA topoisomerase VI subunit A
KYC55436.1;361;342;95;3e-86;{18 359};Arc I group archaeon ADurb1013_Bin02101;Type 2 DNA topoisomerase 6 subunit A
RLI95265.1;359;338;94;5e-86;{16 353};Candidatus Altiarchaeales archaeon;DNA topoisomerase VI
KHO50180.1;381;344;90;7e-86;{36 379};archaeon GW2011_AR9;DNA topoisomerase VI subunit A
RLI90473.1;359;338;94;9e-86;{16 353};Candidatus Altiarchaeales archaeon;DNA topoisomerase VI
RLG70979.1;365;349;96;1e-85;{16 364};Candidatus Diapherotrites archaeon;DNA topoisomerase VI
KYK35127.1;361;339;94;1e-85;{21 359};Theionarchaea archaeon DG-70-1;DNA topoisomerase VI
KHO53913.1;362;359;99;4e-85;{2 360};archaeon GW2011_AR18;DNA topoisomerase VI subunit A
RLI86157.1;359;342;95;6e-85;{16 357};Candidatus Altiarchaeales archaeon;DNA topoisomerase VI
WP_013466773.1;381;352;92;3e-84;{28 379};Thermococcus barophilus;DNA topoisomerase IV subunit A
OYT34424.1;359;357;99;3e-84;{1 357};Candidatus Aenigmarchaeota archaeon ex4484_52;DNA topoisomerase VI
RLI89322.1;359;328;91;4e-84;{24 351};Candidatus Altiarchaeales archaeon;DNA topoisomerase VI
WP_056933520.1;381;352;92;4e-84;{28 379};Thermococcus barophilus;DNA topoisomerase IV subunit A
KYC52524.1;361;342;95;1e-83;{18 359};Arc I group archaeon U1lsi0528_Bin089;Type 2 DNA topoisomerase 6 subunit A
OIQ05713.1;368;366;99;1e-83;{1 366};Candidatus Altiarchaeum sp. CG2_30_32_3053;hypothetical protein AUK59_02765
EEZ92484.1;367;360;98;2e-83;{6 365};Candidatus Parvarchaeum acidiphilum ARMAN-4;DNA topoisomerase (ATP-hydrolyzing)
WP_068667122.1;386;352;91;2e-83;{33 384};Thermococcus piezophilus;DNA topoisomerase IV subunit A
WP_012571723.1;386;364;94;3e-83;{21 384};Thermococcus onnurineus;DNA topoisomerase IV subunit A
RLI93263.1;359;339;94;3e-83;{19 357};Candidatus Altiarchaeales archaeon;DNA topoisomerase VI
RLI91349.1;359;337;94;6e-83;{16 352};Candidatus Altiarchaeales archaeon;DNA topoisomerase VI
AAR39384.1;359;342;95;1e-82;{16 357};Nanoarchaeum equitans Kin4-M;NEQ542
AJF60788.1;385;330;86;1e-82;{54 383};archaeon GW2011_AR10;DNA topoisomerase VI subunit A
EFD92390.1;367;360;98;2e-82;{6 365};Candidatus Parvarchaeum acidophilus ARMAN-5;DNA topoisomerase (ATP-hydrolyzing)
RLE72253.1;253;231;91;4e-82;{22 252};Thermoprotei archaeon;DNA topoisomerase VI, partial
RLF95465.1;358;345;96;4e-82;{13 357};Thermococci archaeon;DNA topoisomerase VI
WP_042680259.1;381;352;92;4e-82;{28 379};Thermococcus paralvinellae;DNA topoisomerase IV subunit A
KYK38074.1;361;339;94;8e-82;{21 359};Theionarchaea archaeon DG-70;DNA topoisomerase VI
OYT53197.1;366;353;96;8e-82;{9 361};Candidatus Altiarchaeales archaeon ex4484_2;DNA topoisomerase VI
WP_088856539.1;386;352;91;2e-81;{33 384};Thermococcus siculi;DNA topoisomerase IV subunit A
RLE82271.1;734;235;32;2e-81;{21 255};Thermoprotei archaeon;hypothetical protein DRJ36_00675, partial
WP_011249749.1;385;365;95;2e-81;{19 383};Thermococcus kodakarensis;DNA topoisomerase IV subunit A
RLE47105.1;362;360;99;3e-81;{1 360};Candidatus Woesearchaeota archaeon;DNA topoisomerase VI
ODS36232.1;365;337;92;3e-81;{21 357};Candidatus Altiarchaeales archaeon WOR_SM1_SCG;DNA topoisomerase VI
WP_099211210.1;386;365;95;4e-81;{20 384};Thermococcus sp. EXT12c;DNA topoisomerase IV subunit A
WP_014011802.1;386;352;91;4e-81;{33 384};Thermococcus sp. 4557;DNA topoisomerase IV subunit A
WP_010478702.1;385;365;95;4e-81;{19 383};Thermococcus zilligii;DNA topoisomerase IV subunit A
WP_058938271.1;386;352;91;5e-81;{33 384};Thermococcus celericrescens;DNA topoisomerase IV subunit A
WP_088866171.1;385;352;91;5e-81;{32 383};Thermococcus radiotolerans;DNA topoisomerase IV subunit A
WP_088180463.1;386;352;91;5e-81;{33 384};Thermococcus sp. 5-4;DNA topoisomerase IV subunit A
RLF82589.1;381;352;92;7e-81;{28 379};Thermococci archaeon;DNA topoisomerase VI
RLF81618.1;381;352;92;7e-81;{28 379};Thermococci archaeon;DNA topoisomerase VI
RLF87485.1;381;352;92;8e-81;{28 379};Thermococci archaeon;DNA topoisomerase VI
WP_004070146.1;381;365;96;8e-81;{15 379};Thermococcus litoralis;DNA topoisomerase IV subunit A
WP_058946764.1;381;352;92;9e-81;{28 379};Thermococcus sp. 2319x1;DNA topoisomerase IV subunit A
WP_014789743.1;386;352;91;9e-81;{33 384};Thermococcus cleftensis;DNA topoisomerase IV subunit A
KUK00067.1;383;365;95;1e-80;{17 381};Thermococcales archaeon 44_46;Type II DNA topoisomerase VI subunit A
WP_042702294.1;381;365;96;1e-80;{15 379};Thermococcus sp. PK;DNA topoisomerase IV subunit A
RLG15740.1;369;342;93;1e-80;{26 367};Candidatus Nanohaloarchaeota archaeon;DNA topoisomerase
EHK00766.1;376;353;94;1e-80;{22 374};Candidatus Haloredivivus sp. G17;DNA topoisomerase VI subunit A
WP_088885072.1;385;365;95;1e-80;{19 383};Thermococcus gorgonarius;DNA topoisomerase IV subunit A
WP_088858218.1;386;352;91;2e-80;{33 384};Thermococcus profundus;DNA topoisomerase IV subunit A
WP_042690575.1;384;353;92;2e-80;{30 382};Thermococcus nautili;DNA topoisomerase IV subunit A
RLJ01812.1;369;349;95;4e-80;{19 367};Candidatus Aenigmarchaeota archaeon;DNA topoisomerase
WP_014121965.1;386;365;95;4e-80;{20 384};Thermococcus sp. AM4;DNA topoisomerase IV subunit A
WP_088864698.1;386;359;93;5e-80;{26 384};Thermococcus barossii;DNA topoisomerase IV subunit A
WP_055429329.1;386;352;91;6e-80;{33 384};Thermococcus thioreducens;DNA topoisomerase IV subunit A
WP_062373965.1;386;353;91;7e-80;{32 384};Thermococcus guaymasensis;DNA topoisomerase IV subunit A
WP_088854400.1;386;352;91;8e-80;{33 384};Thermococcus pacificus;DNA topoisomerase IV subunit A
WP_050003702.1;386;353;91;9e-80;{32 384};Thermococcus eurythermalis;DNA topoisomerase IV subunit A
RLF76425.1;381;352;92;1e-79;{28 379};Thermococci archaeon;DNA topoisomerase VI
KUK18136.1;381;352;92;1e-79;{28 379};Thermococcus sibiricus;Type II DNA topoisomerase VI subunit A
WP_062386839.1;385;365;95;1e-79;{19 383};Thermococcus peptonophilus;DNA topoisomerase IV subunit A
OGI12218.1;366;365;100;2e-79;{0 364};Candidatus Micrarchaeota archaeon RBG_16_36_9;hypothetical protein A3K64_02705
ODS40237.1;365;326;89;2e-79;{34 359};Candidatus Altiarchaeales archaeon WOR_SM1_79;DNA topoisomerase VI
WP_015849377.1;381;352;92;3e-79;{28 379};Thermococcus sibiricus;DNA topoisomerase IV subunit A
WP_011012724.1;382;353;92;3e-79;{22 374};Pyrococcus furiosus;DNA topoisomerase IV subunit A
RLG13398.1;364;355;98;3e-79;{8 362};Candidatus Nanohaloarchaeota archaeon;DNA topoisomerase
WP_088863493.1;386;352;91;5e-79;{33 384};Thermococcus celer;DNA topoisomerase IV subunit A
WP_048165333.1;382;351;92;7e-79;{28 378};Palaeococcus pacificus;DNA topoisomerase IV subunit A
WP_015859039.1;386;353;91;1e-78;{32 384};Thermococcus gammatolerans;DNA topoisomerase IV subunit A
WP_055281809.1;381;352;92;1e-78;{28 379};Thermococcus sp. EP1;DNA topoisomerase IV subunit A
WP_068323719.1;382;346;91;1e-78;{29 374};Pyrococcus kukulkanii;DNA topoisomerase IV subunit A
AEC51070.1;380;353;93;1e-78;{20 372};Pyrococcus sp. NA2;DNA topoisomerase VI subunit A
WP_068578724.1;382;346;91;1e-78;{29 374};Thermococcus chitonophagus;DNA topoisomerase IV subunit A
WP_013905099.1;382;346;91;1e-78;{29 374};Pyrococcus yayanosii;DNA topoisomerase IV subunit A
WP_048055203.1;382;353;92;1e-78;{22 374};Pyrococcus sp. NA2;DNA topoisomerase IV subunit A
ODS42089.1;366;344;94;2e-78;{21 364};Candidatus Altiarchaeales archaeon IMC4;DNA topoisomerase VI
AOV95418.1;376;341;91;2e-78;{34 374};Nanohaloarchaea archaeon SG9;hypothetical protein AQV86_05895
BAI61231.1;366;348;95;2e-78;{17 364};Methanocella paludicola SANAE;type II DNA topoisomerase VI subunit A
PIY91775.1;250;249;100;3e-78;{0 248};Candidatus Micrarchaeota archaeon CG_4_10_14_0_8_um_filter_60_7;DNA topoisomerase VI, partial
WP_048148546.1;387;350;90;4e-78;{34 383};Palaeococcus ferrophilus;DNA topoisomerase IV subunit A
RLF88878.1;382;346;91;4e-78;{29 374};Thermococci archaeon;DNA topoisomerase VI
OYT43735.1;365;349;96;5e-78;{15 363};Candidatus Aenigmarchaeota archaeon ex4484_56;DNA topoisomerase
WP_088883115.1;384;352;92;6e-78;{31 382};Thermococcus sp. P6;DNA topoisomerase IV subunit A
RLF78544.1;381;351;92;8e-78;{27 377};Thermococci archaeon;DNA topoisomerase VI
WP_014406228.1;365;348;95;1e-77;{16 363};Methanocella conradii;DNA topoisomerase IV subunit A
RJQ20355.1;389;344;88;1e-77;{44 387};Candidatus Woesearchaeota archaeon;DNA topoisomerase IV subunit A
